X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
29.33324791,42.90397802,63.49885687,41.67615895,80.84698058,99.23475105,76.20320556,102.5016506,113.9574608,QWE,923.2070694
28.94012337,52.4425377,53.39864994,41.95896132,54.17410061,74.79789135,71.37822776,168.5374936,90.16482886,ACV,900.0819002
17.31687058,22.92112248,55.60042233,41.39599606,55.47277084,65.59597539,72.71785131,131.8722261,138.3269171,QWE,961.4653421
15.34383169,34.15855283,62.97928576,62.37845141,60.14517987,116.4444254,78.31251109,96.00432052,127.6168799,OIF,928.2453928
13.93487244,32.1746356,49.76023021,55.66660084,88.32268123,97.87987373,72.13164676,150.0722331,106.6709047,QWE,907.2546429
28.25366579,45.75776518,42.14736212,45.23151708,88.81631699,86.34081101,76.23093791,124.8613624,92.21758188,DEB,804.1210146
26.66189538,22.58369696,63.10380655,64.3824893,123.91865,106.5080729,71.60623634,119.773647,116.3659596,OIF,843.9006197
22.64665973,39.05687662,57.02712352,46.1172214,78.26806225,98.03193879,74.27651051,91.02730857,147.9496872,ACV,897.1690465
23.82590804,61.65175389,44.29842985,68.34687731,114.995768,128.5654372,71.97394252,122.9452529,113.1509396,DAF,668.4582369
22.27789991,32.51098668,34.01889159,54.2984976,101.1577549,86.88107929,79.87439343,116.5389895,107.9889325,AED,910.4187332
26.2779565,43.33449015,40.92867131,48.59473073,125.7724631,127.3215724,76.46236896,105.0891179,132.6821426,QWE,907.3841742
14.33538964,36.10423437,51.66945439,52.03432483,78.08190901,128.1894101,71.70206174,135.2400703,92.31248337,ACV,793.8769292
11.83429474,30.49980025,69.66744784,61.79273918,119.4430477,63.46386492,76.81438453,119.5942831,114.9851969,AED,882.121359
24.16509588,35.41594753,50.53871293,47.82174165,81.31232565,97.33283226,71.57881003,104.856841,115.2243543,DAF,695.719738
19.45495957,60.0001984,55.71800455,56.874702,119.5893915,73.81442053,71.04083035,115.4352692,98.23139733,QWE,865.8709813
21.11962076,48.6821666,35.26374199,61.48161984,94.52315867,89.6227396,79.17481773,157.0321065,103.2581498,ACV,924.1325011
13.33166353,65.7768202,36.29007554,62.71618979,75.00136126,85.28297426,75.53724646,163.3367751,90.12341058,AED,916.2074674
13.24574669,56.01058893,45.77866118,48.6343126,127.0316527,78.48198963,77.14166958,166.7803102,135.7659634,DAF,857.6216132
24.18828072,56.16033564,62.20904427,48.13640947,100.134938,116.2020126,78.88229641,161.5250738,144.2337836,AED,1049.245686
11.95267599,38.82030437,48.25568334,66.75056212,83.54028955,78.54384724,70.19858773,105.987885,136.8434511,DAF,724.248575
10.40341876,28.2496964,42.43873683,55.96033216,79.04346546,121.7847786,72.07477629,130.547096,136.6690503,DEB,799.5635277
28.59216458,63.67401367,35.42084015,63.75400239,104.0277016,89.51224902,70.25567099,95.11833239,134.9676496,QWE,894.5424839
11.68009536,35.63249625,40.20849753,62.38302691,78.72478633,66.10317687,73.70442102,109.4146889,133.021282,OIF,891.5176538
16.4024444,54.68078245,51.54377814,66.63198486,108.6692138,88.55431198,74.84909518,122.4247184,142.3021439,AED,914.7042539
12.76072343,41.21150062,51.3964823,53.08668497,97.84227744,94.91901668,74.13695743,141.8131675,109.7593479,ACV,844.1854721
22.13802027,56.42791737,35.22586543,49.79356305,125.5763644,127.6214901,79.92388763,83.82732505,139.5905261,AED,931.9697467
28.70551614,65.097222,58.59765214,60.26858029,107.5685293,100.2420073,77.8842008,125.1736643,103.55625,ACV,873.22696
11.8869805,65.41278617,60.19515926,45.31725807,115.7966622,81.0242727,76.35654972,112.0537572,102.8497852,QWE,912.0156744
13.51217528,23.54751554,32.97754226,42.07270632,57.19350133,118.3820502,75.17808326,91.57256133,121.4996789,ACV,802.8258832
20.85259603,44.82960175,38.25945458,53.03193662,119.6685163,86.86148344,75.03985243,163.7218159,103.9680839,OIF,927.0220323
24.51015374,44.19206673,61.49471653,50.79020544,93.38868919,85.78001606,78.6614924,162.3336101,127.909277,DEB,947.7669614
29.62040473,56.6027841,63.21695728,66.8416195,71.75246094,129.0674551,73.90414023,124.7491289,100.8194239,AED,838.7017445
26.4295757,36.84488133,57.57377782,46.55066785,78.10904484,86.89711404,72.36623994,83.15570979,136.212535,ACV,855.0816293
29.00709326,31.31239288,36.5060546,50.42812526,56.62128013,105.4813013,73.68552519,130.6230699,144.3509992,OIF,944.8280016
27.23158658,66.08384295,67.40230867,57.6945808,90.18402287,62.63306159,71.02441311,127.1531055,141.3604983,DAF,797.2920424
18.65269121,20.18646811,38.49212425,62.79911255,62.67343908,73.97034346,72.85536064,134.8355039,140.1843333,OIF,928.096592
14.37789675,49.97339369,51.19762453,53.34592619,96.43364189,116.9882967,72.17488057,124.7510736,95.87523367,ACV,791.3615658
20.2647511,59.55039287,69.94235563,54.27079162,73.72827206,100.5652507,73.71752055,90.53021502,121.4699143,AED,868.2333873
25.98271382,64.55636437,69.12444751,51.03173869,70.13321421,67.75745415,74.36231917,152.6324444,104.0786873,ACV,903.0553393
26.99132996,55.58685089,38.03771282,58.95254617,115.5753746,125.3009256,71.62214764,153.9813674,136.5509453,OIF,923.6032798
14.87443281,34.72907053,68.28336129,50.86048174,73.11808842,110.4007783,71.3290601,123.4852385,111.4879876,QWE,886.4924946
20.87972686,50.16250719,55.60429816,52.97197175,120.9545927,118.4973265,79.33357785,120.1315077,133.8051549,DEB,875.8973411
18.61391574,33.93913773,56.07545788,68.37961473,114.3446305,79.96412421,72.28105756,149.4480915,132.3077088,QWE,942.5056505
27.27203493,27.31808055,64.46716945,52.97876358,71.86763827,84.02712637,79.93503904,166.0428913,95.02476213,DAF,872.2585168
16.30376935,55.97895123,31.41300526,41.07770963,53.59122347,120.7911383,73.3373244,108.6865849,137.6006293,DAF,732.7966498
16.37132583,56.92154278,44.77362914,48.9255794,80.97812114,71.76260698,70.75011146,158.4081302,142.1029908,DAF,827.9444829
19.21642686,54.41881129,64.50598465,51.72170128,106.9448263,112.8353994,70.7807461,92.43458655,135.0197989,DAF,723.4210042
24.11297875,29.2633741,63.06927692,64.02703513,76.61948229,83.81973994,71.10571993,120.093484,96.5856756,OIF,854.0704354
20.86814284,51.22916584,53.27764571,42.14945632,99.73363576,112.6550452,71.41853208,133.5569116,139.1433285,QWE,945.2246618
13.87238883,65.67074604,68.87656326,61.34933669,119.7628614,79.02478995,76.64968387,163.3529829,92.68374124,DEB,872.2226873
26.41649073,31.84615835,62.04452448,59.27258621,114.1235683,88.06964862,74.50216048,163.1867593,94.27402204,OIF,929.3795173
13.12401454,68.64162053,66.53005227,44.40604163,127.8767374,78.58188021,78.92106866,161.4297705,91.42474762,DAF,837.7476484
10.1942327,36.34974307,67.24713909,63.74031065,80.94807828,120.060757,73.0756183,111.2675662,101.4286993,QWE,854.4444273
29.19102209,60.18153166,48.49699222,47.92829712,127.278368,87.77739759,72.10705564,118.2190743,133.1473026,AED,877.2324005
25.41369598,25.44927761,67.8372307,60.23712258,54.99966097,118.6205506,79.71903737,155.3972878,90.58709276,DEB,895.3119653
19.46177816,49.4586887,65.51994775,55.08281456,56.18590523,125.3467854,79.51735798,123.7545994,93.20656419,AED,917.9237294
26.77781358,57.08363382,68.84936319,40.21941084,84.83955596,79.8661679,71.07705096,146.1621142,110.472895,OIF,925.7540767
10.77938278,26.68134029,62.24001189,58.17613054,67.20405001,108.722956,71.30404794,140.5868982,129.3024153,QWE,926.5953013
10.11051463,45.57577369,59.05261728,62.75601219,106.4566671,121.953193,77.5620784,162.979091,114.8884202,DAF,798.3711193
10.68321973,29.05017075,41.51129126,41.25374841,58.65276335,96.31453848,72.52489383,105.6981621,134.4881716,DEB,795.8554682
27.09359269,63.10199041,44.8248639,61.2889022,118.1843706,70.5670278,72.00553667,138.3164264,105.9330216,DEB,785.4877647
13.85354308,38.37601137,30.63932989,53.14957829,53.78159538,77.12971739,72.17542201,109.650071,97.52339739,QWE,853.9393049
19.42392833,54.39283217,43.55715694,67.81579656,118.7813503,81.42105948,70.38900404,149.1372531,104.4007388,DEB,780.4399729
16.64322081,48.96676132,69.95518708,48.990327,87.48184023,103.9215618,76.83372379,99.09495651,125.7193049,OIF,925.967898
20.88212886,52.92899314,34.599879,43.78883548,128.0421992,117.4911095,78.27557315,164.0693967,147.6388656,ACV,989.6353658
17.86975064,57.70335881,55.6648037,56.79550808,104.3478707,82.36034158,78.62178718,116.6320095,98.89072126,QWE,943.6881163
10.21961702,51.9594666,39.26526756,68.6819668,65.60035659,82.13255856,79.84131684,126.7869158,145.3214759,AED,1000.460384
25.62875348,25.94828467,38.63933748,51.61532672,120.4765001,83.37917976,74.63082039,123.2688934,109.4853148,AED,838.9994261
25.72970569,22.74133638,39.03640645,64.75255621,99.30733627,95.82773808,73.69507964,91.71256191,117.4070586,DEB,745.0755666
29.74188952,49.75442374,53.06317403,69.70355755,120.8322704,129.9439523,79.5363334,140.0747167,108.3187316,DEB,840.3154799
22.56286356,37.41049179,62.43078123,44.11901383,87.00370668,118.8543216,74.54512086,134.0916064,95.89697628,QWE,900.1845084
15.70209967,67.72426143,56.27758181,50.94817506,91.35049408,114.2408005,77.8747035,154.5171145,107.3785607,QWE,985.3250702
14.76611878,51.92542412,51.0880259,56.94660254,67.16919346,82.30368897,77.52053181,112.2490931,135.449133,AED,939.48638
10.93289326,67.54330899,38.32292155,54.34622899,123.6708203,77.74357778,72.27384273,168.7076635,144.26581,ACV,946.641422
20.64492394,23.05109725,54.18674833,47.54734563,67.12083807,125.2500126,76.19423242,119.9635572,93.75953152,DEB,776.8357953
17.43242797,63.19915749,42.1070513,49.68382819,98.54848534,77.6498475,75.56934763,149.181428,107.2004266,DEB,838.0882686
19.45501742,48.81336683,44.53325566,46.70855124,59.15214936,99.58386545,79.37429218,81.68895823,141.9398077,ACV,941.7950017
29.2494622,47.11632507,68.71533834,61.1434731,93.61801664,92.45725125,74.66399007,141.3797054,104.0703221,ACV,863.1441894
24.30802249,44.54948685,56.98648874,68.22585251,68.67629454,88.22578629,72.75160129,84.74087732,127.3253824,DAF,714.8552181
22.5704003,69.97054251,54.04107615,51.88319388,122.0926975,61.07690248,73.02706969,147.6736142,99.68922081,DEB,812.8900541
17.2247195,62.45318183,43.78698597,47.28882127,121.2470615,65.41920437,78.56691807,108.3846156,102.467083,OIF,912.628504
19.75757526,44.17090574,68.58787949,62.57514099,86.80979468,99.16137256,73.18368267,168.4449433,113.1563282,OIF,953.863542
27.71378854,52.80385928,66.6457629,50.63702982,83.33571413,85.85288742,78.27042818,165.7810489,139.4741599,DAF,918.7514721
19.02842545,61.45483637,59.20745476,55.57399713,64.67960077,76.65096534,77.03764255,97.88654663,123.6207591,AED,912.0735327
26.08377415,52.69490387,54.39022869,47.7320009,59.59487749,62.37368948,70.46340094,100.8586214,123.4609607,DEB,796.9428014
18.47360522,30.20494654,42.10748555,53.83753872,113.9153784,105.9150404,70.40905531,123.3367096,101.1598285,ACV,774.8220386
27.09665735,64.24521169,52.18658844,62.09224127,104.9424802,117.1784407,72.78815744,100.6359483,134.7785433,OIF,884.0976238
29.18163852,31.49089114,52.71095934,56.32658538,79.88465787,112.5166451,71.31766348,113.4599366,115.8640337,ACV,802.2209631
29.05999559,54.21518952,58.43835514,69.99373431,68.1422964,102.2468643,71.07661696,94.62470067,131.7676705,DAF,719.6960548
26.51966855,51.78987948,53.19131578,63.71892179,126.4989937,124.7865521,78.08777007,118.8906114,135.9800405,DEB,844.820568
14.67664625,65.20243391,41.18937217,69.41154134,74.1346604,78.48582937,73.36327442,123.6627706,102.0120386,QWE,878.7407138
15.27446384,64.21182842,67.25279263,44.66139648,85.30809811,89.3892486,78.28289116,139.4372554,114.4825005,OIF,980.123534
25.77391586,50.25754944,38.37444385,63.77884468,87.25100132,122.086535,76.6522869,93.60314964,135.4005418,DEB,812.0979791
21.62411506,47.07897291,46.78950219,59.88670734,55.06318306,95.26834937,79.35506719,98.43804235,98.22080363,OIF,921.0542034
18.21040689,45.9755221,45.06103338,54.51823089,103.9734502,115.4944998,70.51591487,114.3540993,127.153855,OIF,858.5520243
10.41831321,67.45980429,55.63283907,54.55011023,85.86514415,70.30803774,70.66255003,141.2870037,145.4391684,OIF,974.7922613
25.84737004,21.07271675,31.55873928,55.37975494,95.86113005,102.4442483,78.76024825,160.8079209,149.3576659,DAF,893.8269443
16.67272563,43.42719372,69.74517252,61.01088385,54.5947932,123.6686115,76.16672737,97.43410266,110.8637433,QWE,894.2630067
21.55318584,52.63832221,46.42913902,62.33077288,92.62612206,128.2330464,78.53496063,93.5086889,96.18526148,DAF,714.9230202
27.07059186,50.38653362,69.04894266,53.07504338,64.34386987,62.58918425,77.68584722,87.51661364,128.6341892,ACV,909.6400581
21.27087134,56.97841602,67.75565052,47.09564471,88.60832742,112.6093448,72.02358169,88.28104611,98.2813792,OIF,845.1641127
28.63375972,59.47126015,38.01643403,40.4766919,101.0255209,82.53348161,72.27954614,97.96000736,118.3335218,DEB,771.9819044
16.84502908,67.01086459,52.6354991,67.00378434,123.9710932,123.0092743,74.98345491,132.4960608,122.0555341,DAF,720.3852655
10.40526961,67.32050288,36.04361412,56.60367732,104.6118285,115.0414279,75.4222318,137.5199791,139.6265616,AED,918.2892068
22.87056714,53.34209078,64.16208224,42.20235001,91.48168406,61.85864166,71.51386171,82.56557728,141.9744898,DEB,838.4193096
16.59476436,46.05656037,61.49031752,60.66690474,124.1051648,94.28625821,77.02437815,158.0979202,96.43182138,OIF,940.7955412
19.39710318,24.39971292,52.27857449,49.40060039,117.2398619,92.78666087,71.62895301,158.6041222,115.5519298,ACV,857.7615574
10.39422484,33.43444293,45.32397687,40.78732962,61.20892282,80.75562082,73.37583295,119.3821518,107.8570689,DEB,775.717521
16.41336483,43.10393874,44.07730985,62.49357843,112.4856652,61.23661747,71.62092212,89.16372295,111.172122,DEB,737.1241055
17.12521107,57.46465477,59.18080503,66.47244198,104.6398416,101.6873898,79.94333201,137.7770044,113.3683055,AED,951.3013391
16.0953429,21.78756679,67.76553528,62.5791881,80.16595792,121.2518486,77.6292353,121.865603,147.3470007,OIF,980.1027137
27.8479905,42.30231113,47.08039742,44.5508755,58.19257026,85.00474101,72.14596322,86.17443878,134.1287845,QWE,917.4736446
29.22351253,54.36941906,66.29729912,66.11100824,101.6843495,96.58290381,73.57901392,124.5478558,109.2751171,OIF,880.0266256
13.44133355,44.76635026,56.44630033,57.5594536,109.0258234,83.51791843,70.00096041,99.13935713,107.3817225,DEB,744.0664017
21.06209734,39.47257577,56.30687521,46.71828756,87.44138277,60.15723012,76.86300398,157.8822889,141.5194573,DEB,944.9795343
27.49366798,29.8065995,69.25685155,56.54110167,64.84638324,66.37378437,70.70975677,137.3270602,127.7152767,DAF,768.9934836
25.73515631,52.9307439,50.77614426,44.88464937,108.7579078,60.28425454,76.60305633,94.87795766,99.52875003,DAF,725.2212576
28.12183965,66.36343994,58.81141658,46.85839825,87.55010979,84.23387828,71.17604548,101.3134529,93.47813233,OIF,860.3587421
29.44597878,31.81475916,45.48521213,47.39839115,102.1004877,99.37705269,77.65665795,81.02752842,102.2805211,ACV,830.7044131
21.97475457,48.82834651,62.97754226,42.41640594,79.69219945,88.26292976,75.13026922,111.6286297,134.0801875,ACV,889.0907766
12.08625339,23.03132744,42.53987863,42.68105075,81.39290486,100.4901305,70.84189634,121.38163,123.3190583,DEB,772.4980111
21.29078572,21.51013557,60.92937166,61.65983236,73.76089428,92.99418013,77.39181879,155.0667258,104.8629851,DAF,794.4217495
25.41664193,41.20991848,68.12641952,66.35096485,78.63932185,85.188276,74.85835861,166.4580317,98.63883247,DAF,794.7929723
20.97802533,52.38553772,58.80220298,42.01344552,97.94522541,91.53087241,73.39416893,167.3482171,96.36174731,DAF,784.7599931
24.17383565,30.21802312,67.92409158,55.00943677,86.27100731,77.3951176,75.33779392,157.789606,94.32439687,DEB,854.0837198
23.16453004,27.32771935,39.00281896,65.61557493,55.78172504,111.2169618,70.57853124,125.8588948,127.4104793,ACV,814.9353044
12.93997073,60.10547968,38.8404312,54.27047457,69.2224969,113.4510146,72.5114132,103.5964339,90.73060661,AED,805.6112821
27.99675196,21.67984814,42.58345791,59.41021487,76.56685871,101.804427,73.64564873,159.1956011,99.53875298,DAF,744.2616359
10.36820862,24.98500018,50.95968148,57.76806099,116.7122255,126.8253587,74.01304425,154.1325657,114.3101848,ACV,830.7411419
17.41314048,26.6347144,64.74613534,50.08321791,101.7352881,96.20158352,79.96837525,103.0070584,123.0899187,AED,939.7951194
25.79264514,29.55404998,62.92695205,56.74509197,58.28152555,127.7639737,74.11851566,122.7865564,137.067737,QWE,935.3523418
29.29274584,32.27692631,35.44661953,62.34192686,104.1630006,91.25643802,76.47606899,164.9734983,140.5146587,OIF,1007.636621
21.36439427,65.43133844,66.51645887,63.13466869,59.48487645,99.31962445,76.07266889,159.1401309,120.973794,ACV,933.9807964
22.25179552,55.75819468,33.35485175,41.69028831,52.43182611,67.47848244,72.55484146,84.35481119,125.7867806,ACV,827.9036094
21.44578369,42.76457297,30.35797415,55.57548283,60.10948985,60.35739757,77.9622739,161.958771,94.33920584,AED,948.6145358
23.17996299,22.6643447,53.28755024,58.71734892,96.94016157,129.3210075,76.13651353,94.9520117,145.9686546,OIF,921.6436746
15.98022663,46.97130133,47.30048727,64.20216584,56.72024389,85.73290837,74.42715543,133.7672445,144.474475,AED,940.3497585
16.02996274,37.27683437,56.8802451,46.26872253,90.79060213,82.38047482,76.23750099,132.2512451,131.1546417,QWE,971.6975745
18.59392555,31.68231933,30.58470106,58.04795302,67.98517601,60.33783931,73.75028743,104.6718599,130.9641635,DAF,723.1756247
15.9558968,38.38299329,58.95650848,60.22463208,62.85850051,101.0768082,79.32834183,161.8416737,140.9629563,DAF,907.464493
15.64027137,67.97945709,37.98597992,52.05640399,59.13073267,99.59279337,77.22652239,141.8870669,90.43125474,DAF,767.3743207
29.64937391,35.50049015,59.65541033,67.79807906,112.4133534,96.62683101,75.38658672,92.93958968,112.9243774,QWE,877.9388817
26.45003952,54.05917492,56.54093352,60.44291288,77.9633428,128.6142128,73.36298277,96.84173322,130.1230885,DEB,783.2519163
13.38384024,68.76365643,53.0208692,43.60425215,51.88948098,102.0844347,70.42149515,84.7198635,114.7465698,ACV,807.2187045
18.96578043,61.44813058,35.17580645,66.04997202,82.4001698,119.7086193,71.51345929,84.32627001,116.1495593,AED,798.6172122
14.31305985,43.912637,62.80785917,66.56286341,56.9451861,77.99629048,73.04860869,95.69308118,118.0217057,QWE,886.5705049
11.07172225,29.86394298,32.60513572,53.70797429,125.1990325,70.71932047,78.87141814,108.4188,134.8278373,DEB,848.1386232
26.85253534,50.25210939,58.77022743,58.96363287,124.446755,114.5116177,74.20262143,106.1854567,99.41007964,ACV,787.2350889
20.24267595,31.45684345,39.39428837,66.46145242,105.9796803,97.76252383,78.43132672,127.2842459,113.6657611,QWE,928.814018
23.71014222,50.43940176,38.34031392,49.55743394,94.87903441,75.30489656,79.16882923,83.98726286,142.5817108,AED,967.2402904
29.59827789,50.76201249,38.47578469,64.29263403,85.30673554,109.8714041,73.22665239,99.93063229,147.2542906,DAF,755.9265691
11.51494321,22.90445071,61.31123622,63.2651054,74.91808565,86.18414399,76.87926848,133.9815622,128.9087033,OIF,947.2988229
18.70665007,69.01216417,35.9195181,58.95215537,66.48899032,83.44011673,72.97524038,154.2619965,124.7964344,ACV,890.2551824
16.61586227,46.77916479,48.44956334,56.32413363,69.00331255,86.1843756,74.5841778,87.48750817,90.86063715,DEB,760.9863599
21.87271471,30.35349912,62.08726239,40.75177174,67.85628194,104.0907509,71.31997512,117.8637906,107.8964918,DEB,771.1603363
15.37061551,31.74549391,69.03769224,49.58995965,59.43002508,124.0665757,71.58350497,146.3028625,129.5294209,DAF,761.8838569
24.35310605,58.66773467,37.21212057,41.11910147,84.45864133,91.14160468,72.36617438,152.9012106,96.54133275,QWE,922.0133098
19.95019833,46.42325753,30.37443736,64.3271663,78.65435832,92.06307678,71.60826399,115.9195704,117.1517217,ACV,796.5463249
22.04613824,21.77370133,47.09748685,54.67030122,126.2018284,101.7000992,76.85710938,119.6168553,119.6270404,ACV,836.5816027
29.65093049,40.75414301,69.74974748,58.28378848,123.3093964,100.3790997,78.21703262,153.9994224,113.1435894,DAF,813.7853112
16.584726,66.97932564,43.17271571,63.50339602,64.19357344,94.238148,73.77866568,104.8363064,104.2846979,QWE,872.6580056
29.30338096,53.44185941,48.6007358,57.18535739,117.6402939,107.378113,71.28394532,98.97811454,143.47993,AED,877.1467819
21.1536576,49.52371452,36.51968113,44.1104463,67.33567564,82.78129025,75.58906712,113.5192113,130.6514457,ACV,871.5197667
18.62595005,45.71640094,68.0755005,41.26694291,100.9471519,111.5342257,71.8011809,157.4455414,97.37050202,DEB,817.4704741
26.17552385,29.63552704,47.05289736,51.866144,95.78640185,104.4233119,70.4045951,153.3336549,121.5846709,QWE,928.0543021
28.36982876,28.44875697,47.77265289,68.6642872,100.7743155,95.49964419,74.70279084,162.3577157,90.46336663,DAF,751.1466287
29.81069065,43.54373475,62.87005259,54.50040761,116.154725,66.89068428,74.25680732,149.3093799,149.782409,DAF,852.8805577
20.26362997,23.71626487,59.90153134,59.44824564,61.97287306,74.67353452,75.01908341,94.95853046,144.9909823,QWE,963.8220939
29.81540623,57.6198885,63.75969093,49.93658866,58.53443475,111.0313031,77.93975116,142.5302121,100.6230864,QWE,978.0363219
10.53381223,47.72784301,35.99682785,48.84079546,88.11244997,77.56330654,79.32818987,108.9268314,123.6576169,DEB,858.1417087
29.45977531,53.54463586,45.43057524,62.59133089,65.48344994,67.27840692,70.387791,140.1027889,129.4792847,ACV,874.5040986
23.41918298,53.66982727,53.31109865,68.25267194,86.78703583,68.6327662,72.49994257,116.7532231,126.7392196,AED,868.6677458
17.15472575,41.78549539,41.74333594,61.83200322,117.6107324,83.71485291,78.00350317,97.73762842,148.4956305,QWE,986.4716522
17.12305721,53.07027961,54.08842359,42.46460269,96.8667274,63.26372707,74.85580078,128.3469469,147.1198567,QWE,1001.736595
13.64267491,22.42973176,55.07967395,49.29872747,94.02213517,77.88540814,76.90354676,91.32387674,120.7132155,ACV,848.9231756
25.43084167,64.61236269,43.11407901,56.46103952,126.2507588,69.69118492,78.30214192,145.946556,147.9620117,QWE,1056.223508
19.77094978,42.76343958,51.81339986,50.83575201,54.66504209,99.80153126,73.89853122,125.4789515,131.9730849,OIF,921.5457819
17.87636347,28.10593232,63.23039623,68.32623657,68.78274581,102.757659,73.77355953,143.1695125,93.28038196,OIF,881.1755131
28.38806908,62.73041741,35.54832492,59.23170511,76.44819125,74.70201411,78.47487213,147.7699317,124.6306339,DAF,834.0657442
22.40867511,63.48600698,43.65552047,54.79001971,68.35027178,91.71717032,71.70922369,111.1047303,128.5921161,AED,869.7282715
15.53373558,52.64310905,61.88504947,58.88747433,87.54292318,87.35145669,70.72370289,148.9611901,147.3273349,ACV,935.8744029
14.82457411,54.8159367,54.11065803,64.38225391,104.6401047,73.72525466,71.34917774,110.3130669,101.167701,DAF,680.0686128
22.04752486,24.39327626,57.01130326,63.56019755,53.30775899,122.1049485,78.20306796,83.84061152,122.8567196,QWE,922.7037841
10.55397516,43.84246619,33.24282627,57.27625655,56.16733636,66.24268846,79.70765511,152.7778857,130.3587394,AED,1002.683316
25.74706835,30.69034303,34.14119549,49.66245415,110.8787917,112.8799329,77.17599196,117.528903,120.521419,DAF,729.8340608
